name,id,rating,price,stock,image,details,genre
Take Me Home Tonight (Rock Star Romance #3),136,3,53.98,5,http://books.toscrape.com/../media/cache/a6/4b/a64b3c559f59748bfdbbe75be3e16075.jpg,http://books.toscrape.com/catalogue/../take-me-home-tonight-rock-star-romance-3_605/index.html,Romance
Off the Hook (Fishing for Trouble #1),137,3,47.67,5,http://books.toscrape.com/../media/cache/1d/78/1d78fe226e1adb9cb591fa21f8a9bf68.jpg,http://books.toscrape.com/catalogue/../off-the-hook-fishing-for-trouble-1_601/index.html,Romance
A Gentleman's Position (Society of Gentlemen #3),138,5,14.75,5,http://books.toscrape.com/../media/cache/f0/e0/f0e0db3edcb14293a52b51929cc72979.jpg,http://books.toscrape.com/catalogue/../a-gentlemans-position-society-of-gentlemen-3_584/index.html,Romance
"Sit, Stay, Love",139,3,20.9,5,http://books.toscrape.com/../media/cache/8e/40/8e408552c2e7ee81cd60c03c79f604af.jpg,http://books.toscrape.com/catalogue/../sit-stay-love_486/index.html,Romance
A Girl's Guide to Moving On (New Beginnings #2),140,1,31.3,5,http://books.toscrape.com/../media/cache/f7/a9/f7a90a63f66ac92cc280def001970ed2.jpg,http://books.toscrape.com/catalogue/../a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,Romance
The Perfect Play (Play by Play #1),141,3,59.99,5,http://books.toscrape.com/../media/cache/40/16/4016ffba678f309171d8130135f6eb8e.jpg,http://books.toscrape.com/catalogue/../the-perfect-play-play-by-play-1_352/index.html,Romance
Dark Lover (Black Dagger Brotherhood #1),142,1,12.87,5,http://books.toscrape.com/../media/cache/3c/a2/3ca2e61181fc1122658af8f85354bae8.jpg,http://books.toscrape.com/catalogue/../dark-lover-black-dagger-brotherhood-1_319/index.html,Romance
Changing the Game (Play by Play #2),143,3,13.38,5,http://books.toscrape.com/../media/cache/57/47/57472d9c6d483bee9c38c90bfa10b3ee.jpg,http://books.toscrape.com/catalogue/../changing-the-game-play-by-play-2_317/index.html,Romance
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,144,4,57.36,5,http://books.toscrape.com/../media/cache/5f/72/5f72c8a0d5a7292e2929a354ec8a022f.jpg,http://books.toscrape.com/catalogue/../i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,Womens Fiction
Will You Won't You Want Me?,145,3,13.86,5,http://books.toscrape.com/../media/cache/16/e3/16e3ca741956485119251e7442a67e2e.jpg,http://books.toscrape.com/catalogue/../will-you-wont-you-want-me_644/index.html,Womens Fiction
Keep Me Posted,146,4,20.46,5,http://books.toscrape.com/../media/cache/ae/ac/aeac003461b89c7ef826251d940b2afc.jpg,http://books.toscrape.com/catalogue/../keep-me-posted_594/index.html,Womens Fiction
Grey (Fifty Shades #4),147,4,48.49,5,http://books.toscrape.com/../media/cache/bb/ee/bbeeab4c4ce572c0e9764e3a96c6d4a5.jpg,http://books.toscrape.com/catalogue/../grey-fifty-shades-4_592/index.html,Womens Fiction
Meternity,148,3,43.58,5,http://books.toscrape.com/../media/cache/39/e3/39e33ebef2d7a35dd6899541eba8306d.jpg,http://books.toscrape.com/catalogue/../meternity_478/index.html,Womens Fiction
Some Women,149,5,13.73,5,http://books.toscrape.com/../media/cache/27/b7/27b7f4ec590965b5acc15dc4b1376684.jpg,http://books.toscrape.com/catalogue/../some-women_341/index.html,Womens Fiction
Shopaholic Ties the Knot (Shopaholic #3),150,5,48.39,5,http://books.toscrape.com/../media/cache/ac/ba/acba5e4e1813b8c1fff4890f1efef3ab.jpg,http://books.toscrape.com/catalogue/../shopaholic-ties-the-knot-shopaholic-3_340/index.html,Womens Fiction
Can You Keep a Secret?,151,1,21.94,5,http://books.toscrape.com/../media/cache/72/73/7273ff1bfe3b0a6aab7f54ddf9be7b44.jpg,http://books.toscrape.com/catalogue/../can-you-keep-a-secret_315/index.html,Womens Fiction
Twenties Girl,152,2,42.8,5,http://books.toscrape.com/../media/cache/a0/fa/a0fa38039f6a674a7c89dfe2be866259.jpg,http://books.toscrape.com/catalogue/../twenties-girl_292/index.html,Womens Fiction
The Undomestic Goddess,153,4,45.75,5,http://books.toscrape.com/../media/cache/13/8f/138f4cf84be250d08e1f5c1db3643dbc.jpg,http://books.toscrape.com/catalogue/../the-undomestic-goddess_286/index.html,Womens Fiction
The Nanny Diaries (Nanny #1),154,5,52.53,5,http://books.toscrape.com/../media/cache/63/5f/635fb981e464f7427787824b20a15e71.jpg,http://books.toscrape.com/catalogue/../the-nanny-diaries-nanny-1_265/index.html,Womens Fiction
The Devil Wears Prada (The Devil Wears Prada #1),155,1,44.29,5,http://books.toscrape.com/../media/cache/87/d3/87d34d376555dd0cb75030d1059cc144.jpg,http://books.toscrape.com/catalogue/../the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,Womens Fiction
Something Borrowed (Darcy & Rachel #1),156,5,48.96,5,http://books.toscrape.com/../media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg,http://books.toscrape.com/catalogue/../something-borrowed-darcy-rachel-1_224/index.html,Womens Fiction
Something Blue (Darcy & Rachel #2),157,1,54.62,5,http://books.toscrape.com/../media/cache/72/f5/72f5ed312bc82afa386c9cd48d4e36dd.jpg,http://books.toscrape.com/catalogue/../something-blue-darcy-rachel-2_223/index.html,Womens Fiction
I've Got Your Number,158,1,19.69,5,http://books.toscrape.com/../media/cache/b2/df/b2df826432771838819db89c20e20609.jpg,http://books.toscrape.com/catalogue/../ive-got-your-number_173/index.html,Womens Fiction
The Edge of Reason (Bridget Jones #2),159,4,19.18,5,http://books.toscrape.com/../media/cache/db/34/db341aa83daa76cd9f9bd2c86ccb5dba.jpg,http://books.toscrape.com/catalogue/../the-edge-of-reason-bridget-jones-2_63/index.html,Womens Fiction
Bridget Jones's Diary (Bridget Jones #1),160,1,29.82,5,http://books.toscrape.com/../media/cache/0c/32/0c329cbd2adf4e0dc825f892106673b2.jpg,http://books.toscrape.com/catalogue/../bridget-joness-diary-bridget-jones-1_10/index.html,Womens Fiction
Soumission,161,1,50.1,5,http://books.toscrape.com/../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,http://books.toscrape.com/catalogue/../soumission_998/index.html,Fiction
Private Paris (Private #10),162,5,47.61,5,http://books.toscrape.com/../media/cache/9d/05/9d0533bae1578846d728a82913b95c26.jpg,http://books.toscrape.com/catalogue/../private-paris-private-10_958/index.html,Fiction
"We Love You, Charlie Freeman",163,5,50.27,5,http://books.toscrape.com/../media/cache/5f/15/5f152afdbc42356ecba02f61058a7e5b.jpg,http://books.toscrape.com/catalogue/../we-love-you-charlie-freeman_954/index.html,Fiction
Thirst,164,5,17.27,5,http://books.toscrape.com/../media/cache/c4/0a/c40a64f59e7487b1a80a049f6ceb2ba5.jpg,http://books.toscrape.com/catalogue/../thirst_946/index.html,Fiction
The Murder That Never Was (Forensic Instincts #5),165,3,54.11,5,http://books.toscrape.com/../media/cache/dc/44/dc44f8e2aebac48ca8553814d9b021a8.jpg,http://books.toscrape.com/catalogue/../the-murder-that-never-was-forensic-instincts-5_939/index.html,Fiction
Tuesday Nights in 1980,166,2,21.04,5,http://books.toscrape.com/../media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,http://books.toscrape.com/catalogue/../tuesday-nights-in-1980_870/index.html,Fiction
The Vacationers,167,4,42.15,5,http://books.toscrape.com/../media/cache/37/25/372578cc073efae80cf284b56040a488.jpg,http://books.toscrape.com/catalogue/../the-vacationers_863/index.html,Fiction
The Regional Office Is Under Attack!,168,5,51.36,5,http://books.toscrape.com/../media/cache/f8/31/f8314c7fdaa79fb7191a583e9a852db8.jpg,http://books.toscrape.com/catalogue/../the-regional-office-is-under-attack_858/index.html,Fiction
Finders Keepers (Bill Hodges Trilogy #2),169,5,53.53,5,http://books.toscrape.com/../media/cache/6a/81/6a81103b1c01a3f6c56e5718a838a4c8.jpg,http://books.toscrape.com/catalogue/../finders-keepers-bill-hodges-trilogy-2_807/index.html,Fiction
The Time Keeper,170,5,27.88,5,http://books.toscrape.com/../media/cache/8f/f8/8ff8680dde59ea739d6978a01e4d7fe5.jpg,http://books.toscrape.com/catalogue/../the-time-keeper_766/index.html,Fiction
The Testament of Mary,171,4,52.67,5,http://books.toscrape.com/../media/cache/83/05/8305154438c91a02cefacf4ec8b53393.jpg,http://books.toscrape.com/catalogue/../the-testament-of-mary_765/index.html,Fiction
The First Hostage (J.B. Collins #2),172,3,25.85,5,http://books.toscrape.com/../media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg,http://books.toscrape.com/catalogue/../the-first-hostage-jb-collins-2_749/index.html,Fiction
Take Me with You,173,3,45.21,5,http://books.toscrape.com/../media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg,http://books.toscrape.com/catalogue/../take-me-with-you_741/index.html,Fiction
Still Life with Bread Crumbs,174,3,26.41,5,http://books.toscrape.com/../media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg,http://books.toscrape.com/catalogue/../still-life-with-bread-crumbs_738/index.html,Fiction
Shtum,175,4,55.84,5,http://books.toscrape.com/../media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg,http://books.toscrape.com/catalogue/../shtum_733/index.html,Fiction
My Name Is Lucy Barton,176,1,41.56,5,http://books.toscrape.com/../media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg,http://books.toscrape.com/catalogue/../my-name-is-lucy-barton_720/index.html,Fiction
My Mrs. Brown,177,3,24.48,5,http://books.toscrape.com/../media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg,http://books.toscrape.com/catalogue/../my-mrs-brown_719/index.html,Fiction
Mr. Mercedes (Bill Hodges Trilogy #1),178,1,28.9,5,http://books.toscrape.com/../media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg,http://books.toscrape.com/catalogue/../mr-mercedes-bill-hodges-trilogy-1_717/index.html,Fiction
I Am Pilgrim (Pilgrim #1),179,4,10.6,5,http://books.toscrape.com/../media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg,http://books.toscrape.com/catalogue/../i-am-pilgrim-pilgrim-1_703/index.html,Fiction
Eligible (The Austen Project #4),180,3,27.09,5,http://books.toscrape.com/../media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg,http://books.toscrape.com/catalogue/../eligible-the-austen-project-4_692/index.html,Fiction
Birdsong: A Story in Pictures,181,3,54.64,5,http://books.toscrape.com/../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg,http://books.toscrape.com/catalogue/../birdsong-a-story-in-pictures_975/index.html,Childrens
The Bear and the Piano,182,1,36.89,5,http://books.toscrape.com/../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg,http://books.toscrape.com/catalogue/../the-bear-and-the-piano_967/index.html,Childrens
The Secret of Dreadwillow Carse,183,1,56.13,5,http://books.toscrape.com/../media/cache/c4/a2/c4a2a1a026c67bcceb5a411c724d7d0c.jpg,http://books.toscrape.com/catalogue/../the-secret-of-dreadwillow-carse_944/index.html,Childrens
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,184,4,58.08,5,http://books.toscrape.com/../media/cache/26/32/2632a1e12f2c085fabbe022ae4cd6933.jpg,http://books.toscrape.com/catalogue/../the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,Childrens
Little Red,185,3,13.47,5,http://books.toscrape.com/../media/cache/80/25/8025b80a40178f2a6dd4f99ad88e0fba.jpg,http://books.toscrape.com/catalogue/../little-red_817/index.html,Childrens
Walt Disney's Alice in Wonderland,186,5,12.96,5,http://books.toscrape.com/../media/cache/28/50/2850439c2ba103fb69dba9cd2dd9f0c2.jpg,http://books.toscrape.com/catalogue/../walt-disneys-alice-in-wonderland_777/index.html,Childrens
Twenty Yawns,187,2,22.08,5,http://books.toscrape.com/../media/cache/2b/38/2b380f77723c797c0389f978afa6db58.jpg,http://books.toscrape.com/catalogue/../twenty-yawns_773/index.html,Childrens
Rain Fish,188,3,23.57,5,http://books.toscrape.com/../media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg,http://books.toscrape.com/catalogue/../rain-fish_728/index.html,Childrens
Once Was a Time,189,2,18.28,5,http://books.toscrape.com/../media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg,http://books.toscrape.com/catalogue/../once-was-a-time_724/index.html,Childrens
Luis Paints the World,190,3,53.95,5,http://books.toscrape.com/../media/cache/85/e7/85e75d5a9309da5807c82decf3d90263.jpg,http://books.toscrape.com/catalogue/../luis-paints-the-world_714/index.html,Childrens
Nap-a-Roo,191,1,25.08,5,http://books.toscrape.com/../media/cache/27/1f/271faa1d7561473974d12803feb1f0a1.jpg,http://books.toscrape.com/catalogue/../nap-a-roo_567/index.html,Childrens
The Whale,192,4,35.96,5,http://books.toscrape.com/../media/cache/6c/18/6c18ea03e294bfcfe07cf531c6c5f5b3.jpg,http://books.toscrape.com/catalogue/../the-whale_501/index.html,Childrens
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",193,3,52.87,5,http://books.toscrape.com/../media/cache/4f/1e/4f1ece2500f8dbacecca42d57befca03.jpg,http://books.toscrape.com/catalogue/../shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,Childrens
Raymie Nightingale,194,2,34.41,5,http://books.toscrape.com/../media/cache/8f/66/8f66ec46e671d6fca79649c10c7c8f8a.jpg,http://books.toscrape.com/catalogue/../raymie-nightingale_482/index.html,Childrens
Playing from the Heart,195,1,32.38,5,http://books.toscrape.com/../media/cache/1c/eb/1cebdf525ebe970a1dc3c5a8c50eae6b.jpg,http://books.toscrape.com/catalogue/../playing-from-the-heart_481/index.html,Childrens
Maybe Something Beautiful: How Art Transformed a Neighborhood,196,1,22.54,5,http://books.toscrape.com/../media/cache/c0/bb/c0bb6e42743b9c1aaf9b754501100a5d.jpg,http://books.toscrape.com/catalogue/../maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,Childrens
The Wild Robot,197,3,56.07,5,http://books.toscrape.com/../media/cache/bf/db/bfdbf9726621276fc7821d705690dbae.jpg,http://books.toscrape.com/catalogue/../the-wild-robot_288/index.html,Childrens
The Thing About Jellyfish,198,1,48.77,5,http://books.toscrape.com/../media/cache/e0/90/e090748ce5a567207aed9185c97eb34b.jpg,http://books.toscrape.com/catalogue/../the-thing-about-jellyfish_283/index.html,Childrens
The Lonely Ones,199,5,43.59,5,http://books.toscrape.com/../media/cache/21/bd/21bdf7ae21476b1debf4aa3eefe6f29d.jpg,http://books.toscrape.com/catalogue/../the-lonely-ones_261/index.html,Childrens
The Day the Crayons Came Home (Crayons),200,5,26.33,5,http://books.toscrape.com/../media/cache/ec/08/ec08efebaa33a403e54080b48c139794.jpg,http://books.toscrape.com/catalogue/../the-day-the-crayons-came-home-crayons_241/index.html,Childrens
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",201,2,37.97,5,http://books.toscrape.com/../media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg,http://books.toscrape.com/catalogue/../dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,Religion
You Are What You Love: The Spiritual Power of Habit,202,4,21.87,5,http://books.toscrape.com/../media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg,http://books.toscrape.com/catalogue/../you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,Religion
God: The Most Unpleasant Character in All Fiction,203,5,30.03,5,http://books.toscrape.com/../media/cache/1f/db/1fdb125bcb8cee71f3404b4dc293348c.jpg,http://books.toscrape.com/catalogue/../god-the-most-unpleasant-character-in-all-fiction_697/index.html,Religion
The Book of Mormon,204,3,24.57,5,http://books.toscrape.com/../media/cache/83/db/83dbf86eb0fed1d99de2148eac4eb064.jpg,http://books.toscrape.com/catalogue/../the-book-of-mormon_571/index.html,Religion
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",205,1,27.62,5,http://books.toscrape.com/../media/cache/71/91/7191a7d76eb6c3a18259541e2c038ae3.jpg,http://books.toscrape.com/catalogue/../a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,Religion
The Bhagavad Gita,206,3,57.49,5,http://books.toscrape.com/../media/cache/4e/69/4e69dacc99de838814d0f65c94e67f6c.jpg,http://books.toscrape.com/catalogue/../the-bhagavad-gita_60/index.html,Religion
Choosing Our Religion: The Spiritual Lives of America's Nones,207,4,28.42,5,http://books.toscrape.com/../media/cache/df/ab/dfabeab158046237ddb6b713b794909f.jpg,http://books.toscrape.com/catalogue/../choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,Religion
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,208,5,40.3,5,http://books.toscrape.com/../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg,http://books.toscrape.com/catalogue/../worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Nonfiction
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,209,3,31.05,5,http://books.toscrape.com/../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg,http://books.toscrape.com/catalogue/../the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,Nonfiction
Reasons to Stay Alive,210,2,26.41,5,http://books.toscrape.com/../media/cache/cb/bd/cbbdb0222ee8a0f6ab61657412a15794.jpg,http://books.toscrape.com/catalogue/../reasons-to-stay-alive_959/index.html,Nonfiction
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,211,5,23.11,5,http://books.toscrape.com/../media/cache/9c/46/9c463c7631c82401160fd3b554b8f0e1.jpg,http://books.toscrape.com/catalogue/../higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,Nonfiction
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",212,4,44.18,5,http://books.toscrape.com/../media/cache/41/a2/41a20f35adf0caea24f208dc01ad7681.jpg,http://books.toscrape.com/catalogue/../unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,Nonfiction
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,213,3,31.12,5,http://books.toscrape.com/../media/cache/03/86/038650c9e7517b4baf2a423cd8eed38f.jpg,http://books.toscrape.com/catalogue/../throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Nonfiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,214,3,16.77,5,http://books.toscrape.com/../media/cache/95/64/95647d6a526bf54120b9445e124794e1.jpg,http://books.toscrape.com/catalogue/../the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,Nonfiction
The Gutsy Girl: Escapades for Your Life of Epic Adventure,215,1,37.13,5,http://books.toscrape.com/../media/cache/64/15/641570cd7e7aded53c7d33d78a9629f1.jpg,http://books.toscrape.com/catalogue/../the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,Nonfiction
The Electric Pencil: Drawings from Inside State Hospital No. 3,216,1,56.06,5,http://books.toscrape.com/../media/cache/2e/23/2e236e23ad52aa74505f224f6552eda8.jpg,http://books.toscrape.com/catalogue/../the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,Nonfiction
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,217,4,41.83,5,http://books.toscrape.com/../media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg,http://books.toscrape.com/catalogue/../spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,Nonfiction
Reskilling America: Learning to Labor in the Twenty-First Century,218,2,19.83,5,http://books.toscrape.com/../media/cache/97/f8/97f8debeeaaece9603267653076e760f.jpg,http://books.toscrape.com/catalogue/../reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,Nonfiction
In the Country We Love: My Family Divided,219,4,22.0,5,http://books.toscrape.com/../media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,http://books.toscrape.com/catalogue/../in-the-country-we-love-my-family-divided_901/index.html,Nonfiction
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,220,2,54.35,5,http://books.toscrape.com/../media/cache/64/94/6494bf61176ca73b61255909230030be.jpg,http://books.toscrape.com/catalogue/../everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,Nonfiction
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,221,5,29.14,5,http://books.toscrape.com/../media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg,http://books.toscrape.com/catalogue/../call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,Nonfiction
Algorithms to Live By: The Computer Science of Human Decisions,222,1,30.81,5,http://books.toscrape.com/../media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg,http://books.toscrape.com/catalogue/../algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,Nonfiction
The Power of Now: A Guide to Spiritual Enlightenment,223,2,43.54,5,http://books.toscrape.com/../media/cache/03/38/0338682e76bad3216cd4c6c28b2b625a.jpg,http://books.toscrape.com/catalogue/../the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,Nonfiction
The Omnivore's Dilemma: A Natural History of Four Meals,224,2,38.21,5,http://books.toscrape.com/../media/cache/14/f3/14f3d525e2a114cd71e27201a16af188.jpg,http://books.toscrape.com/catalogue/../the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,Nonfiction
The Genius of Birds,225,1,17.24,5,http://books.toscrape.com/../media/cache/13/57/1357c6aa40c9e63d2f931927fbf81f3f.jpg,http://books.toscrape.com/catalogue/../the-genius-of-birds_843/index.html,Nonfiction
The Artist's Way: A Spiritual Path to Higher Creativity,226,5,38.49,5,http://books.toscrape.com/../media/cache/0e/6d/0e6dc2484322c5b9e7854ced66fdf62d.jpg,http://books.toscrape.com/catalogue/../the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,Nonfiction
So You've Been Publicly Shamed,227,2,12.23,5,http://books.toscrape.com/../media/cache/6e/d4/6ed4991d97f60db29ec7b421e61a2cf3.jpg,http://books.toscrape.com/catalogue/../so-youve-been-publicly-shamed_832/index.html,Nonfiction
Rip it Up and Start Again,228,5,35.02,5,http://books.toscrape.com/../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,http://books.toscrape.com/catalogue/../rip-it-up-and-start-again_986/index.html,Music
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",229,3,57.25,5,http://books.toscrape.com/../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,http://books.toscrape.com/catalogue/../our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,Music
How Music Works,230,2,37.32,5,http://books.toscrape.com/../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg,http://books.toscrape.com/catalogue/../how-music-works_979/index.html,Music
Love Is a Mix Tape (Music #1),231,1,18.03,5,http://books.toscrape.com/../media/cache/a2/6d/a26d8449abb3381e09126eda5f4e8151.jpg,http://books.toscrape.com/catalogue/../love-is-a-mix-tape-music-1_711/index.html,Music
Please Kill Me: The Uncensored Oral History of Punk,232,4,31.19,5,http://books.toscrape.com/../media/cache/06/f1/06f185c0be2ad6e2fe059464c03f1b47.jpg,http://books.toscrape.com/catalogue/../please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,Music
Kill 'Em and Leave: Searching for James Brown and the American Soul,233,5,45.05,5,http://books.toscrape.com/../media/cache/85/42/8542841f5644a6daf433504f1e106e97.jpg,http://books.toscrape.com/catalogue/../kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,Music
"Chronicles, Vol. 1",234,2,52.6,5,http://books.toscrape.com/../media/cache/11/fc/11fc94453c4dc0d68543971d7843afb0.jpg,http://books.toscrape.com/catalogue/../chronicles-vol-1_462/index.html,Music
This Is Your Brain on Music: The Science of a Human Obsession,235,1,38.4,5,http://books.toscrape.com/../media/cache/35/a4/35a4a7c6c76c4e82186753078e441654.jpg,http://books.toscrape.com/catalogue/../this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,Music
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",236,3,12.36,5,http://books.toscrape.com/../media/cache/15/de/15de75548ee9a4c6be1420ee309c03e0.jpg,http://books.toscrape.com/catalogue/../orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,Music
No One Here Gets Out Alive,237,5,20.02,5,http://books.toscrape.com/../media/cache/7a/7e/7a7eb52e7075a5305522948375c1316e.jpg,http://books.toscrape.com/catalogue/../no-one-here-gets-out-alive_336/index.html,Music
Life,238,5,31.58,5,http://books.toscrape.com/../media/cache/99/97/9997eda658c2fe50e724171f9c2a2b0b.jpg,http://books.toscrape.com/catalogue/../life_104/index.html,Music
Old Records Never Die: One Man's Quest for His Vinyl and His Past,239,2,55.66,5,http://books.toscrape.com/../media/cache/7e/94/7e947f3dd04f178175b85123829467a9.jpg,http://books.toscrape.com/catalogue/../old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,Music
Forever Rockers (The Rocker #12),240,3,28.8,5,http://books.toscrape.com/../media/cache/7f/b0/7fb03a053c270000667a50dd8d594843.jpg,http://books.toscrape.com/catalogue/../forever-rockers-the-rocker-12_19/index.html,Music
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",241,3,17.93,5,http://books.toscrape.com/../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg,http://books.toscrape.com/catalogue/../the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,Default
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,242,4,22.6,5,http://books.toscrape.com/../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg,http://books.toscrape.com/catalogue/../the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,Default
"Starving Hearts (Triangular Trade Trilogy, #1)",243,2,13.99,5,http://books.toscrape.com/../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,http://books.toscrape.com/catalogue/../starving-hearts-triangular-trade-trilogy-1_990/index.html,Default
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,244,3,22.5,5,http://books.toscrape.com/../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg,http://books.toscrape.com/catalogue/../americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,Default
Aladdin and His Wonderful Lamp,245,3,53.13,5,http://books.toscrape.com/../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg,http://books.toscrape.com/catalogue/../aladdin-and-his-wonderful-lamp_973/index.html,Default
Penny Maybe,246,3,33.29,5,http://books.toscrape.com/../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg,http://books.toscrape.com/catalogue/../penny-maybe_965/index.html,Default
Maude (1883-1993):She Grew Up with the country,247,2,18.02,5,http://books.toscrape.com/../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg,http://books.toscrape.com/catalogue/../maude-1883-1993she-grew-up-with-the-country_964/index.html,Default
